id,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
182391,676,1,1,32.0,5,105969.42,1,1.0,1.0,133720.57
182392,737,1,0,43.0,9,125537.38,1,1.0,1.0,138510.01
182393,704,0,1,31.0,9,0.0,2,1.0,0.0,77867.23
182394,754,2,1,40.0,7,0.0,2,1.0,0.0,20955.03
182395,754,2,1,39.0,8,0.0,1,0.0,0.0,130376.68
182396,639,0,1,35.0,2,0.0,2,1.0,0.0,125244.18
182397,523,0,1,41.0,6,137843.06,1,1.0,0.0,176750.81
182398,678,0,1,50.0,2,0.0,2,1.0,1.0,64443.75
182399,754,0,1,38.0,1,81710.46,1,1.0,0.0,51670.82
182400,595,0,0,27.0,1,0.0,2,1.0,0.0,57905.02
182401,602,0,0,26.0,7,113758.48,2,0.0,0.0,84077.6
182402,661,2,1,38.0,5,0.0,2,1.0,1.0,167984.72
182403,754,0,0,28.0,5,0.0,2,1.0,1.0,34827.43
182404,624,1,1,26.0,1,95721.03,2,0.0,1.0,26229.3
182405,523,2,0,40.0,9,0.0,1,1.0,1.0,176750.81
182406,754,2,0,33.0,3,64897.15,1,1.0,0.0,53794.32
182407,721,0,0,42.0,9,0.0,1,1.0,0.0,110457.99
182408,523,0,1,29.0,0,0.0,2,1.0,1.0,126555.8
182409,646,0,0,38.0,1,0.0,1,1.0,1.0,166588.76
182410,523,1,1,42.0,8,139986.54,2,0.0,0.0,176750.81
182411,754,1,0,50.0,7,139986.54,1,1.0,0.0,99593.28
182412,754,2,0,33.0,1,90926.99,1,1.0,0.0,100722.71
182413,581,0,0,41.0,6,0.0,2,1.0,0.0,113950.53
182414,646,0,0,35.0,8,0.0,2,1.0,1.0,143317.42
182415,589,2,1,29.0,4,0.0,2,1.0,0.0,176750.81
182416,523,1,0,37.0,1,123040.38,1,1.0,0.0,173498.45
182417,754,0,0,38.0,3,0.0,1,0.0,1.0,106831.69
182418,650,2,0,50.0,0,0.0,1,0.0,1.0,175380.77
182419,690,2,0,33.0,10,0.0,2,1.0,0.0,72846.72
182420,695,1,1,45.0,9,126725.25,1,0.0,1.0,176750.81
182421,573,2,0,37.0,3,0.0,2,1.0,1.0,90956.76
182422,730,0,0,46.0,1,0.0,2,1.0,1.0,51873.8
182423,591,0,1,31.0,1,0.0,2,1.0,0.0,166679.13
182424,577,0,0,42.0,4,0.0,2,1.0,1.0,135008.92
182425,628,0,1,31.0,0,139986.54,1,0.0,1.0,143133.18
182426,754,1,1,49.0,5,129938.07,1,1.0,1.0,176750.81
182427,754,1,0,37.0,4,135643.0,2,1.0,0.0,148528.24
182428,711,1,1,45.0,6,116084.32,1,1.0,0.0,108469.2
182429,711,0,1,29.0,5,0.0,2,1.0,0.0,116828.51
182430,630,0,0,34.0,6,0.0,2,1.0,0.0,152733.96
182431,586,1,1,42.0,3,129669.37,1,1.0,1.0,176750.81
182432,619,1,0,44.0,4,104960.45,1,1.0,0.0,93832.36
182433,754,2,1,38.0,6,0.0,2,1.0,1.0,157664.02
182434,708,0,1,42.0,7,0.0,1,1.0,0.0,121581.5
182435,754,0,0,50.0,2,81571.05,1,1.0,1.0,176750.81
182436,559,0,0,43.0,4,0.0,2,1.0,0.0,170518.43
182437,717,2,1,30.0,6,0.0,1,0.0,1.0,158615.41
182438,651,1,0,26.0,0,115285.2,1,1.0,1.0,143585.55
182439,754,2,1,38.0,7,0.0,2,0.0,0.0,112973.34
182440,586,0,1,50.0,2,0.0,2,0.0,1.0,145700.66
182441,656,0,1,45.0,6,0.0,1,1.0,0.0,103557.85
182442,679,0,0,37.0,5,139986.54,1,0.0,1.0,93901.61
182443,754,0,1,32.0,1,0.0,2,1.0,0.0,86619.77
182444,679,0,1,40.0,7,0.0,1,1.0,1.0,163757.29
182445,634,0,1,39.0,5,0.0,1,0.0,0.0,143938.27
182446,754,0,1,32.0,9,120879.73,2,0.0,0.0,78896.59
182447,611,0,0,38.0,5,0.0,2,1.0,0.0,20955.03
182448,692,2,1,33.0,7,0.0,2,1.0,0.0,176750.81
182449,523,2,1,35.0,4,0.0,2,1.0,1.0,20955.03
182450,593,0,0,39.0,6,132796.04,2,0.0,1.0,120893.07
182451,640,0,1,50.0,8,139986.54,1,1.0,0.0,80793.66
182452,644,0,0,37.0,1,139986.54,2,0.0,0.0,126475.79
182453,594,0,1,39.0,2,0.0,2,1.0,0.0,68820.09
182454,625,0,0,37.0,6,0.0,1,1.0,0.0,62810.92
182455,676,1,1,36.0,5,139986.54,2,0.0,1.0,118959.64
182456,694,0,1,38.0,6,117810.79,1,1.0,0.0,89734.7
182457,634,0,0,50.0,8,0.0,2,1.0,1.0,173516.71
182458,629,2,0,33.0,8,0.0,2,0.0,1.0,20955.03
182459,754,2,0,46.0,3,0.0,1,1.0,0.0,119903.2
182460,577,0,0,30.0,5,134796.04,1,1.0,0.0,62449.07
182461,567,2,1,49.0,5,0.0,1,0.0,1.0,93953.84
182462,673,2,1,42.0,0,0.0,1,1.0,0.0,80701.72
182463,586,1,1,28.0,2,113858.95,1,1.0,0.0,166586.99
182464,523,0,1,39.0,7,124577.33,1,1.0,1.0,24506.95
182465,699,2,0,33.0,10,0.0,2,1.0,0.0,88878.52
182466,708,2,0,35.0,8,122570.69,2,0.0,0.0,176750.81
182467,586,2,0,28.0,5,0.0,2,1.0,0.0,172463.69
182468,663,0,1,26.0,2,0.0,2,1.0,1.0,166310.82
182469,733,0,0,35.0,1,0.0,1,1.0,0.0,122518.5
182470,712,2,1,43.0,9,0.0,1,1.0,0.0,20955.03
182471,677,1,0,42.0,1,133658.24,1,1.0,0.0,176750.81
182472,663,2,1,34.0,3,0.0,2,1.0,0.0,59457.0
182473,702,2,1,37.0,1,91857.66,1,0.0,0.0,20955.03
182474,645,0,0,38.0,9,101430.3,2,1.0,0.0,20955.03
182475,601,0,0,28.0,2,0.0,1,1.0,0.0,49713.87
182476,687,0,0,45.0,9,124795.53,1,0.0,1.0,99162.24
182477,754,0,0,38.0,5,0.0,1,1.0,1.0,176750.81
182478,567,1,1,49.0,2,98556.89,2,1.0,1.0,117644.36
182479,648,2,1,29.0,4,0.0,2,1.0,1.0,57589.29
182480,703,0,1,46.0,10,0.0,1,1.0,0.0,109184.24
182481,523,2,1,35.0,0,72783.42,1,0.0,1.0,94433.08
182482,635,0,1,39.0,8,90721.71,1,1.0,1.0,80618.41
182483,645,0,1,28.0,3,0.0,2,1.0,1.0,67973.67
182484,537,1,1,46.0,1,116087.06,1,1.0,0.0,143783.46
182485,561,0,0,43.0,8,0.0,1,1.0,1.0,110560.14
182486,555,0,0,26.0,4,0.0,1,1.0,1.0,93122.41
182487,569,0,1,41.0,6,0.0,2,0.0,0.0,113328.28
182488,525,2,1,41.0,10,0.0,2,1.0,1.0,171045.35
182489,660,1,1,45.0,1,127523.75,2,1.0,1.0,162760.96
182490,543,0,0,36.0,4,0.0,1,1.0,0.0,143628.31
182491,622,0,1,37.0,4,96863.11,2,1.0,1.0,131719.12
182492,730,2,1,34.0,3,0.0,2,0.0,1.0,172526.54
182493,641,0,1,32.0,5,0.0,1,0.0,0.0,91574.92
182494,687,0,0,28.0,1,0.0,2,1.0,0.0,84719.78
182495,679,1,0,50.0,0,115130.34,1,1.0,1.0,24275.32
182496,646,0,0,35.0,5,0.0,2,1.0,1.0,20955.03
182497,676,0,0,43.0,4,0.0,2,1.0,1.0,24998.5
182498,646,0,1,31.0,4,0.0,1,1.0,1.0,170821.43
182499,749,0,0,27.0,9,0.0,2,1.0,1.0,132734.87
182500,658,2,1,37.0,5,0.0,2,1.0,1.0,157822.54
182501,744,2,1,37.0,5,122417.17,2,1.0,1.0,82824.08
182502,638,2,1,37.0,5,94901.09,1,1.0,1.0,48233.75
182503,633,1,1,50.0,3,137946.39,1,1.0,1.0,72467.99
182504,754,2,0,50.0,8,0.0,2,0.0,1.0,103557.85
182505,754,0,1,29.0,9,0.0,2,1.0,0.0,138330.53
182506,648,0,1,50.0,2,139986.54,1,1.0,0.0,168053.9
182507,616,0,1,35.0,5,0.0,2,1.0,0.0,57594.25
182508,754,0,1,50.0,2,139986.54,2,1.0,1.0,20955.03
182509,638,0,0,39.0,6,139986.54,1,0.0,0.0,140197.42
182510,729,0,1,35.0,9,102800.72,1,1.0,1.0,172363.26
182511,616,2,1,36.0,5,107027.52,1,1.0,1.0,173511.72
182512,583,0,1,48.0,4,0.0,1,1.0,0.0,96463.25
182513,699,2,0,38.0,2,0.0,2,1.0,0.0,88840.88
182514,724,0,1,42.0,3,0.0,2,1.0,1.0,50578.4
182515,637,0,0,40.0,7,125470.81,1,1.0,0.0,174531.27
182516,576,0,1,43.0,7,0.0,1,1.0,1.0,20955.03
182517,592,0,0,39.0,3,0.0,2,1.0,0.0,83084.33
182518,708,1,0,27.0,6,139986.54,2,1.0,0.0,56793.02
182519,573,1,1,29.0,6,111582.11,2,1.0,1.0,176750.81
182520,754,2,0,41.0,8,130110.39,2,1.0,1.0,20955.03
182521,523,0,0,39.0,2,0.0,2,1.0,0.0,135875.51
182522,705,0,0,36.0,5,106807.64,1,1.0,1.0,163516.16
182523,678,0,0,36.0,6,0.0,2,1.0,1.0,176750.81
182524,589,0,1,37.0,5,0.0,2,1.0,0.0,91829.11
182525,686,1,0,38.0,9,139986.54,1,1.0,0.0,151317.27
182526,696,0,0,33.0,2,0.0,1,1.0,0.0,141872.05
182527,753,0,1,32.0,1,0.0,2,1.0,0.0,85547.33
182528,659,2,1,37.0,3,139986.54,1,0.0,1.0,140934.57
182529,754,1,0,37.0,3,119799.27,1,1.0,1.0,96444.88
182530,722,0,0,30.0,6,0.0,2,1.0,1.0,141706.43
182531,582,1,1,50.0,5,53772.73,1,1.0,1.0,72970.93
182532,523,0,1,35.0,4,0.0,2,1.0,1.0,62733.53
182533,613,1,0,50.0,7,139986.54,1,1.0,1.0,53630.9
182534,621,0,0,29.0,8,0.0,2,1.0,1.0,122433.09
182535,653,0,1,48.0,4,0.0,2,1.0,1.0,143981.27
182536,592,0,0,41.0,3,0.0,1,0.0,1.0,132418.34
182537,554,0,1,32.0,5,115409.6,1,1.0,0.0,160548.12
182538,628,0,1,36.0,1,0.0,1,1.0,0.0,77830.71
182539,675,1,1,50.0,2,133111.73,1,1.0,0.0,54478.52
182540,738,0,0,50.0,4,0.0,1,0.0,0.0,176750.81
182541,754,0,0,26.0,7,0.0,2,1.0,0.0,20955.03
182542,754,0,0,35.0,1,0.0,2,1.0,0.0,44830.71
182543,662,0,1,44.0,9,0.0,2,1.0,0.0,26257.01
182544,663,2,0,28.0,7,0.0,1,0.0,0.0,127256.7
182545,686,1,1,37.0,6,139986.54,2,1.0,0.0,65675.47
182546,678,0,1,29.0,9,0.0,2,0.0,1.0,75959.1
182547,592,2,0,32.0,9,139986.54,1,0.0,0.0,147720.25
182548,689,0,1,28.0,1,0.0,2,1.0,0.0,158313.87
182549,523,0,0,33.0,3,0.0,2,0.0,0.0,149170.94
182550,637,0,1,41.0,7,0.0,2,1.0,1.0,131607.17
182551,619,1,0,50.0,2,128207.34,2,1.0,1.0,79450.19
182552,663,0,0,50.0,6,0.0,2,1.0,1.0,142514.26
182553,581,1,1,41.0,5,139986.54,2,0.0,0.0,20955.03
182554,717,0,1,35.0,4,0.0,1,1.0,0.0,170886.01
182555,731,0,0,39.0,8,104443.48,2,1.0,1.0,121761.89
182556,646,0,0,50.0,1,0.0,2,0.0,1.0,130541.1
182557,674,2,0,37.0,8,0.0,2,1.0,1.0,20955.03
182558,624,1,1,32.0,1,139781.06,2,0.0,0.0,64872.55
182559,754,2,0,45.0,2,0.0,2,0.0,1.0,147550.25
182560,696,0,0,32.0,7,0.0,2,0.0,1.0,77830.46
182561,707,0,1,46.0,1,0.0,2,1.0,0.0,85890.09
182562,646,1,1,36.0,8,113980.13,1,1.0,1.0,176487.38
182563,686,0,1,40.0,5,0.0,2,1.0,1.0,176750.81
182564,656,2,1,36.0,8,98544.16,2,1.0,0.0,86043.27
182565,724,2,1,37.0,7,92674.96,1,0.0,1.0,20955.03
182566,736,1,1,30.0,9,104339.11,1,1.0,1.0,57905.05
182567,754,0,0,35.0,6,81684.97,1,1.0,0.0,20955.03
182568,683,1,1,26.0,1,139986.54,2,1.0,1.0,176750.81
182569,637,2,1,29.0,3,0.0,2,1.0,0.0,131660.31
182570,538,2,1,38.0,0,0.0,1,0.0,0.0,176750.81
182571,684,1,1,45.0,2,113486.3,2,0.0,1.0,150694.07
182572,645,1,0,41.0,8,116880.53,1,1.0,1.0,119313.74
182573,614,2,1,26.0,4,0.0,2,1.0,0.0,74849.46
182574,679,2,0,34.0,5,0.0,2,1.0,1.0,74878.46
182575,676,2,0,37.0,10,0.0,2,0.0,1.0,96658.2
182576,615,0,1,36.0,5,0.0,2,1.0,1.0,88669.89
182577,691,0,1,46.0,3,0.0,1,1.0,1.0,122925.4
182578,743,0,1,33.0,5,0.0,2,1.0,1.0,129890.94
182579,691,2,1,35.0,2,0.0,2,1.0,1.0,176750.81
182580,733,2,0,35.0,3,123345.85,1,1.0,1.0,91711.66
182581,608,0,1,30.0,8,85859.76,1,0.0,1.0,142730.27
182582,632,0,0,38.0,7,0.0,2,1.0,1.0,122925.44
182583,679,2,1,36.0,3,0.0,2,1.0,1.0,101694.67
182584,718,0,1,35.0,2,131778.08,1,1.0,0.0,112146.46
182585,727,0,1,50.0,5,0.0,2,1.0,0.0,38652.96
182586,573,1,0,41.0,3,122453.97,1,1.0,1.0,169894.4
182587,523,2,0,29.0,6,0.0,2,1.0,1.0,94780.9
182588,693,0,0,33.0,4,100249.43,1,1.0,1.0,66810.97
182589,608,1,0,33.0,4,121438.58,1,0.0,0.0,94862.93
182590,602,2,1,50.0,6,0.0,2,1.0,1.0,106837.06
182591,539,0,0,26.0,9,113905.48,1,1.0,1.0,92915.84
182592,662,1,1,45.0,6,104267.7,2,1.0,0.0,168816.03
182593,523,2,0,26.0,9,0.0,2,0.0,0.0,48021.71
182594,714,0,1,39.0,9,0.0,1,1.0,0.0,48963.59
182595,614,2,0,32.0,3,0.0,2,0.0,0.0,143981.27
182596,754,0,0,33.0,9,0.0,1,1.0,1.0,62482.99
182597,617,0,0,26.0,5,0.0,2,1.0,0.0,20955.03
182598,714,2,0,42.0,6,0.0,1,1.0,0.0,176750.81
182599,721,0,0,26.0,7,88915.85,1,0.0,0.0,38131.77
182600,732,0,1,26.0,5,96659.12,2,1.0,1.0,145748.76
182601,647,2,1,41.0,9,138937.35,1,1.0,1.0,101617.64
182602,700,1,1,50.0,4,139986.54,1,1.0,0.0,116951.1
182603,585,0,1,43.0,9,0.0,2,0.0,1.0,123977.86
182604,652,1,1,50.0,9,98365.33,1,1.0,0.0,102638.35
182605,523,0,1,34.0,4,0.0,2,1.0,1.0,158054.49
182606,726,0,1,36.0,4,97157.96,2,1.0,0.0,63185.05
182607,726,0,0,36.0,9,0.0,2,1.0,0.0,97938.59
182608,622,0,0,36.0,4,0.0,2,1.0,0.0,136902.01
182609,667,1,0,44.0,4,139986.54,2,0.0,0.0,20955.03
182610,624,0,1,50.0,2,0.0,2,0.0,1.0,87985.2
182611,619,0,1,50.0,7,139853.47,1,0.0,0.0,123875.02
182612,678,2,1,35.0,6,80285.16,1,1.0,0.0,20955.03
182613,596,0,0,49.0,2,0.0,1,1.0,0.0,147055.87
182614,578,0,1,46.0,4,124493.06,1,1.0,0.0,81299.65
182615,689,1,0,42.0,4,137464.04,1,1.0,0.0,150836.98
182616,714,0,1,37.0,4,0.0,2,1.0,1.0,26772.83
182617,553,0,1,34.0,2,0.0,1,0.0,0.0,60907.12
182618,523,2,0,33.0,8,125476.31,1,1.0,1.0,91943.94
182619,523,1,0,41.0,3,126145.54,1,1.0,1.0,155743.48
182620,554,2,1,36.0,1,0.0,2,1.0,0.0,79723.78
182621,754,0,0,40.0,7,0.0,1,0.0,1.0,108469.2
182622,707,2,0,32.0,9,92855.02,2,1.0,0.0,159813.18
182623,703,0,1,38.0,3,139986.54,1,0.0,1.0,134878.17
182624,754,0,0,30.0,4,0.0,2,1.0,0.0,62678.27
182625,596,2,1,41.0,10,0.0,2,0.0,1.0,52462.25
182626,728,0,0,35.0,1,0.0,2,1.0,1.0,47380.53
182627,706,2,1,34.0,4,0.0,2,1.0,1.0,92647.51
182628,705,1,1,43.0,8,102641.52,1,0.0,0.0,93736.73
182629,696,0,0,38.0,3,139986.54,1,1.0,0.0,133091.32
182630,543,1,0,50.0,8,139986.54,1,0.0,1.0,35770.84
182631,599,2,1,28.0,3,126833.79,1,1.0,1.0,60843.09
182632,686,0,0,34.0,5,0.0,2,0.0,0.0,171519.06
182633,697,0,0,34.0,9,139986.54,1,0.0,0.0,94925.62
182634,646,2,1,26.0,4,129603.76,1,1.0,1.0,176750.81
182635,711,2,0,50.0,5,0.0,2,0.0,0.0,130883.9
182636,547,0,0,46.0,0,126606.63,2,1.0,0.0,172363.52
182637,605,2,0,48.0,4,0.0,2,1.0,1.0,40062.99
182638,685,0,1,26.0,2,0.0,2,1.0,0.0,176750.81
182639,725,1,1,34.0,9,139986.54,1,0.0,1.0,61326.43
182640,677,1,0,45.0,8,104356.94,1,1.0,0.0,88279.6
182641,593,0,1,42.0,10,0.0,2,1.0,0.0,131389.41
182642,730,0,1,39.0,1,116537.6,1,0.0,0.0,145679.6
182643,733,0,1,31.0,2,0.0,2,1.0,1.0,172601.65
182644,662,0,0,38.0,4,0.0,2,1.0,1.0,102640.28
182645,629,2,1,50.0,2,0.0,2,1.0,1.0,135846.03
182646,745,0,0,32.0,8,134962.41,1,1.0,0.0,138750.58
182647,554,2,0,34.0,5,139986.54,2,0.0,0.0,66732.65
182648,647,2,0,34.0,8,0.0,2,1.0,1.0,77216.48
182649,675,0,0,44.0,4,110359.89,2,1.0,1.0,20955.03
182650,727,0,0,28.0,1,128929.88,1,1.0,1.0,176750.81
182651,615,1,1,40.0,8,122550.02,1,1.0,1.0,172668.34
182652,629,0,1,31.0,4,111169.91,1,0.0,1.0,105720.09
182653,536,1,0,26.0,4,92366.72,2,1.0,1.0,120661.71
182654,708,1,0,50.0,2,118994.84,1,1.0,0.0,176750.81
182655,638,1,1,44.0,5,116572.81,1,0.0,0.0,70956.25
182656,531,0,1,30.0,7,116537.26,1,1.0,1.0,176750.81
182657,646,0,1,34.0,1,0.0,2,1.0,0.0,171097.39
182658,587,1,1,44.0,8,119963.45,1,0.0,0.0,176750.81
182659,611,0,1,40.0,8,81025.85,1,0.0,0.0,176750.81
182660,678,2,1,39.0,2,0.0,2,1.0,0.0,176750.81
182661,644,0,0,27.0,7,96402.96,1,0.0,0.0,136521.82
182662,614,1,1,50.0,5,122486.11,1,1.0,0.0,77965.44
182663,582,2,0,38.0,10,90544.0,2,1.0,0.0,176750.81
182664,615,2,0,36.0,4,0.0,1,1.0,1.0,27011.8
182665,754,0,0,31.0,6,0.0,2,0.0,1.0,38773.74
182666,642,1,1,35.0,10,139986.54,1,0.0,0.0,123410.23
182667,652,1,0,39.0,5,121406.04,1,1.0,0.0,152668.57
182668,754,1,1,29.0,9,81733.46,2,1.0,1.0,96734.46
182669,754,1,1,46.0,4,137714.25,1,1.0,0.0,166953.42
182670,717,2,1,40.0,3,0.0,2,1.0,1.0,20955.03
182671,609,2,1,37.0,5,129312.79,1,1.0,1.0,26793.82
182672,721,2,1,32.0,9,139986.54,1,1.0,1.0,57974.47
182673,623,2,1,26.0,5,0.0,2,1.0,1.0,89915.72
182674,523,0,0,33.0,4,113034.32,1,1.0,0.0,63736.16
182675,656,2,0,39.0,3,0.0,1,1.0,0.0,85901.09
182676,535,1,0,50.0,4,121365.38,1,0.0,0.0,146821.42
182677,695,1,1,34.0,5,122021.92,1,0.0,1.0,104502.02
182678,568,2,1,35.0,4,0.0,2,1.0,1.0,95963.14
182679,667,2,1,50.0,3,139986.54,1,1.0,1.0,114020.06
182680,607,0,1,50.0,6,125545.96,1,0.0,0.0,96676.72
182681,607,0,1,33.0,7,123469.46,1,1.0,1.0,151421.24
182682,710,0,0,43.0,8,99836.47,1,1.0,1.0,176750.81
182683,588,1,0,32.0,1,91273.17,1,1.0,1.0,137024.8
182684,714,2,0,35.0,2,0.0,2,0.0,1.0,20955.03
182685,592,0,0,40.0,9,0.0,2,1.0,1.0,93816.21
182686,644,0,0,31.0,0,0.0,2,1.0,1.0,65801.53
182687,683,1,0,35.0,2,134951.27,1,0.0,1.0,122910.99
182688,754,0,0,35.0,8,0.0,2,1.0,1.0,103660.22
182689,619,1,0,27.0,5,139986.54,2,1.0,1.0,131919.48
182690,632,0,0,32.0,7,0.0,2,1.0,1.0,20955.03
182691,523,0,1,37.0,6,113308.84,1,0.0,0.0,31517.16
182692,523,0,1,39.0,3,0.0,2,0.0,0.0,78854.57
182693,637,0,0,38.0,7,139986.54,1,0.0,0.0,20955.03
182694,754,0,0,38.0,8,0.0,2,1.0,1.0,87412.49
182695,561,0,0,38.0,3,0.0,1,1.0,0.0,175624.6
182696,642,2,0,33.0,4,0.0,2,1.0,0.0,64345.64
182697,591,2,1,38.0,6,0.0,2,1.0,1.0,92797.23
182698,596,0,1,38.0,5,0.0,2,1.0,0.0,176750.81
182699,627,0,0,33.0,7,0.0,2,1.0,0.0,124720.68
182700,554,2,1,44.0,7,127758.85,2,0.0,1.0,25482.72
182701,526,1,1,39.0,4,132578.92,1,0.0,1.0,83700.66
182702,622,0,0,39.0,3,107316.09,1,1.0,0.0,74694.41
182703,613,0,0,48.0,4,0.0,1,1.0,0.0,91936.3
182704,711,0,1,35.0,3,139986.54,1,1.0,0.0,116959.06
182705,754,0,1,37.0,1,0.0,1,0.0,1.0,108377.82
182706,706,0,1,30.0,3,0.0,2,1.0,0.0,170307.43
182707,669,2,1,35.0,1,0.0,1,1.0,1.0,61936.1
182708,662,0,0,38.0,10,0.0,1,1.0,1.0,151815.76
182709,523,0,0,50.0,5,122522.32,2,0.0,0.0,176750.81
182710,696,0,0,50.0,9,0.0,1,1.0,1.0,118862.08
182711,604,0,1,39.0,1,139129.92,1,1.0,0.0,83700.72
182712,754,0,0,29.0,5,139986.54,1,1.0,0.0,20955.03
182713,724,2,0,29.0,1,116121.66,1,1.0,0.0,123982.98
182714,705,2,1,40.0,2,0.0,1,1.0,0.0,79414.0
182715,690,0,1,26.0,6,139986.54,2,0.0,0.0,161203.6
182716,652,0,1,34.0,6,0.0,2,1.0,0.0,128875.09
182717,741,1,1,41.0,1,135071.12,1,1.0,1.0,133831.37
182718,639,0,0,50.0,9,87505.47,1,1.0,0.0,159584.81
182719,663,2,0,50.0,9,0.0,1,0.0,1.0,100365.51
182720,628,0,1,30.0,5,0.0,2,1.0,0.0,64530.48
182721,594,0,0,30.0,7,0.0,2,0.0,0.0,175025.27
182722,732,0,1,37.0,1,0.0,1,1.0,1.0,169921.11
182723,717,2,1,43.0,5,0.0,1,1.0,0.0,103914.4
182724,691,0,1,34.0,8,0.0,2,1.0,0.0,105568.6
182725,632,0,1,44.0,3,107764.75,1,1.0,0.0,176750.81
182726,716,0,0,35.0,3,0.0,2,0.0,0.0,142956.48
182727,714,0,1,26.0,2,125682.79,2,0.0,0.0,57762.0
182728,523,0,1,35.0,5,137367.94,1,1.0,1.0,20955.03
182729,654,0,0,40.0,5,118235.7,1,0.0,0.0,92406.22
182730,559,0,1,30.0,6,0.0,2,1.0,0.0,109291.22
182731,706,2,0,50.0,8,0.0,1,0.0,0.0,76637.18
182732,562,0,1,30.0,8,128284.45,1,1.0,1.0,107964.36
182733,642,0,1,29.0,3,0.0,2,1.0,0.0,63940.68
182734,523,1,1,34.0,3,136487.86,2,1.0,1.0,57552.02
182735,619,2,0,50.0,5,0.0,1,1.0,0.0,165087.61
182736,622,1,1,39.0,9,104832.57,1,0.0,0.0,55400.17
182737,724,0,0,38.0,2,0.0,2,1.0,1.0,158973.56
182738,673,0,1,35.0,1,64097.75,1,1.0,1.0,77783.35
182739,660,0,1,26.0,2,0.0,2,1.0,1.0,122580.69
182740,656,0,1,35.0,1,139986.54,1,0.0,1.0,64539.64
182741,753,0,1,39.0,2,113599.82,1,1.0,0.0,138535.21
182742,706,0,1,49.0,2,101179.23,1,1.0,0.0,83473.82
182743,523,0,0,26.0,5,0.0,1,1.0,0.0,81533.38
182744,663,0,0,29.0,8,0.0,2,1.0,1.0,42442.21
182745,754,0,1,40.0,2,0.0,2,0.0,1.0,106174.7
182746,747,0,1,36.0,3,139986.54,2,1.0,0.0,139093.73
182747,634,0,0,34.0,7,0.0,2,0.0,0.0,133535.01
182748,644,0,1,29.0,4,92783.68,1,1.0,1.0,121525.48
182749,667,1,0,33.0,7,139986.54,1,1.0,0.0,167087.34
182750,718,2,0,41.0,1,0.0,1,1.0,1.0,112202.64
182751,754,2,0,26.0,0,0.0,1,1.0,1.0,51112.8
182752,592,0,1,39.0,2,0.0,1,0.0,0.0,66526.01
182753,725,0,1,50.0,6,0.0,1,0.0,0.0,52137.73
182754,613,0,0,30.0,5,0.0,2,1.0,0.0,77965.44
182755,731,2,1,35.0,8,96950.21,1,1.0,0.0,97877.92
182756,743,0,1,40.0,10,129818.49,1,1.0,0.0,152467.99
182757,706,0,1,26.0,7,97910.11,1,1.0,1.0,135857.9
182758,523,1,1,29.0,5,105405.97,2,1.0,1.0,152304.59
182759,649,2,1,36.0,9,0.0,2,1.0,0.0,51379.21
182760,684,0,1,37.0,5,0.0,2,1.0,0.0,89286.29
182761,538,1,0,34.0,4,89437.03,1,0.0,1.0,133672.61
182762,735,0,1,40.0,2,0.0,2,1.0,1.0,151146.67
182763,641,1,0,46.0,5,127785.24,1,1.0,0.0,75832.53
182764,751,0,0,26.0,9,139986.54,2,1.0,1.0,46632.87
182765,635,0,1,41.0,4,0.0,2,1.0,1.0,120512.08
182766,752,0,0,46.0,3,119349.69,2,1.0,1.0,47114.18
182767,721,2,1,33.0,3,121063.9,1,0.0,1.0,138889.15
182768,754,0,0,38.0,2,0.0,2,0.0,0.0,176750.81
182769,754,1,0,42.0,6,139986.54,1,1.0,0.0,93524.19
182770,686,0,1,50.0,7,0.0,2,1.0,1.0,94820.85
182771,709,0,0,38.0,6,92224.56,1,1.0,1.0,54517.25
182772,537,0,1,34.0,9,110349.82,1,0.0,1.0,140745.91
182773,666,1,1,44.0,9,111524.06,1,1.0,0.0,48387.9
182774,619,0,1,42.0,9,0.0,2,0.0,1.0,20955.03
182775,585,0,0,26.0,1,88902.21,1,1.0,0.0,20955.03
182776,580,0,1,35.0,10,136281.41,2,1.0,1.0,24799.47
182777,608,0,1,50.0,6,0.0,1,1.0,1.0,115676.61
182778,604,1,0,42.0,7,121729.42,1,0.0,1.0,171971.25
182779,586,2,1,31.0,2,132450.24,1,1.0,1.0,36176.63
182780,523,0,1,35.0,6,139986.54,1,1.0,1.0,121277.78
182781,647,0,1,28.0,4,139180.2,1,1.0,1.0,85537.16
182782,621,0,1,26.0,3,85704.95,1,1.0,0.0,44220.4
182783,722,2,0,40.0,4,0.0,2,1.0,1.0,113666.48
182784,710,2,0,31.0,5,0.0,2,1.0,1.0,62422.02
182785,586,0,1,38.0,8,0.0,2,0.0,1.0,102930.46
182786,678,1,0,49.0,10,126776.3,1,1.0,0.0,142516.35
182787,627,0,1,35.0,9,0.0,2,1.0,1.0,70523.67
182788,613,0,1,39.0,1,0.0,1,1.0,0.0,147963.37
182789,593,0,1,42.0,9,0.0,2,0.0,1.0,76357.43
182790,717,0,0,26.0,3,0.0,2,1.0,0.0,92887.06
182791,695,2,0,26.0,3,98986.53,1,1.0,1.0,118848.5
182792,642,2,1,32.0,2,103154.66,1,0.0,1.0,60907.49
182793,754,0,0,29.0,8,0.0,2,1.0,0.0,176750.81
182794,678,2,0,35.0,1,123981.31,2,0.0,0.0,71173.64
